Gene	p	padj	loglik_full	loglik_red	df_full	df_red	mean	converge_combined	converge_case	converge_control	converge_sigmoid	impulseTOsigmoid_p	impulseTOsigmoid_padj	sigmoidTOconst_p	sigmoidTOconst_padj	isTransient	isMonotonous	allZero
Pocillopora_acuta_HIv2___RNAseq.g12150.t1	0.237428422265198	0.437522432342256	-172.96760219379	-176.35819893351	17	12	60.9971243235419	0	0	0	0	0.0470735453288677	0.105728927441038	0.672715015515239	0.984190561186272	FALSE	FALSE	FALSE
Pocillopora_acuta_HIv2___TS.g3120.t3	0.00208800349337192	0.00899585230977366	-334.790738807463	-344.194169183026	17	12	5331.41118369243	0	0	0	0	0.485739321329864	0.657440699512749	0.000406998395111338	0.00186335126888049	FALSE	FALSE	FALSE
Pocillopora_acuta_HIv2___RNAseq.21164_t	0.490188863277629	0.748224756914771	-190.575874942514	-192.787605711431	17	12	92.9456979651329	0	0	0	0	0.2834024395201	0.44081253541806	0.680884134830447	0.991751119169058	FALSE	FALSE	FALSE
Pocillopora_acuta_HIv2___RNAseq.g12153.t1	0.472894561997921	0.729964468733175	-147.301947357657	-149.578180142594	17	12	14.475076082475	0	0	0	0	0.223232024335614	0.366966746252455	0.646591719744587	0.96105087918698	FALSE	FALSE	FALSE
Pocillopora_acuta_HIv2___RNAseq.g12154.t1	0.0105037908745915	0.0351758109848172	-258.05957420352	-265.543130268814	17	12	1471.4918790118	0	0	0	0	8.25076954881916e-05	0.000413634925221532	0.0371530429805114	0.099891210436689	TRUE	FALSE	FALSE
Pocillopora_acuta_HIv2___TS.g3124.t1	0.00464415719696291	0.0177914019045875	-226.88190718916	-235.344432176635	17	12	110.554188188091	0	0	0	0	1	1	7.62641358588109e-06	4.95938724460012e-05	FALSE	TRUE	FALSE
Pocillopora_acuta_HIv2___TS.g3125.t1	0.257587181434486	0.465535728827641	-103.655322789975	-106.922791266312	17	12	8.62352275445159	0	0	0	0	0.10417199680794	0.201506913451071	0.000841526615986909	0.0035766715406995	FALSE	FALSE	FALSE
Pocillopora_acuta_HIv2___TS.g3127.t1	0.0377857191564368	0.101465700163828	-211.267991319699	-217.162844422282	17	12	159.741944620823	0	0	0	0	0.457251287002756	0.629325239043378	0.0871132608548666	0.204533858145315	FALSE	FALSE	FALSE
Pocillopora_acuta_HIv2___RNAseq.g12160.t1a	0.738364860283951	0.982619784962062	-369.123437695338	-370.498751775477	17	12	18791.9518530309	0	0	0	0	0.11851246413427	0.223683937934476	0.32405349876646	0.586643548243763	FALSE	FALSE	FALSE
Pocillopora_acuta_HIv2___RNAseq.g12161.t1	0.8152054102072	1	-263.63138418105	-264.750807418425	17	12	661.469047005768	0	0	0	0	0.254349461205314	0.405915432244533	0.696529056460523	1	FALSE	FALSE	FALSE
Pocillopora_acuta_HIv2___RNAseq.g12162.t1	2.22154125779477e-08	3.38275051262595e-07	-280.29836458729	-302.343007612011	17	12	1295.72877853991	0	0	0	0	0.204521366866865	0.343390703371644	3.04660954875476e-33	3.13811181506548e-31	FALSE	TRUE	FALSE
