Sample	command
POR_R12_H3_S42_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R12_H3_S42_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R12_H3_S42_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R12_H3_S42_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R12_H3_S42_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R12_H3_S42_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R12_H3_S42_fastp.json 
POR_R1_C1_S66_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R1_C1_S66_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R1_C1_S66_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R1_C1_S66_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R1_C1_S66_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R1_C1_S66_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R1_C1_S66_fastp.json 
POR_R1_C2_S116_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R1_C2_S116_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R1_C2_S116_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R1_C2_S116_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R1_C2_S116_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R1_C2_S116_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R1_C2_S116_fastp.json 
POR_R1_C3_S12_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R1_C3_S12_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R1_C3_S12_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R1_C3_S12_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R1_C3_S12_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R1_C3_S12_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R1_C3_S12_fastp.json 
POR_R1_H1_S73_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R1_H1_S73_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R1_H1_S73_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R1_H1_S73_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R1_H1_S73_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R1_H1_S73_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R1_H1_S73_fastp.json 
POR_R1_H2_S62_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R1_H2_S62_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R1_H2_S62_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R1_H2_S62_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R1_H2_S62_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R1_H2_S62_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R1_H2_S62_fastp.json 
POR_R1_H3_S86_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R1_H3_S86_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R1_H3_S86_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R1_H3_S86_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R1_H3_S86_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R1_H3_S86_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R1_H3_S86_fastp.json 
POR_R24_C1_S65_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R24_C1_S65_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R24_C1_S65_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R24_C1_S65_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R24_C1_S65_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R24_C1_S65_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R24_C1_S65_fastp.json 
POR_R24_C2_S15_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R24_C2_S15_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R24_C2_S15_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R24_C2_S15_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R24_C2_S15_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R24_C2_S15_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R24_C2_S15_fastp.json 
POR_R24_C3_S40_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R24_C3_S40_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R24_C3_S40_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R24_C3_S40_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R24_C3_S40_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R24_C3_S40_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R24_C3_S40_fastp.json 
POR_R24_H1_S119_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R24_H1_S119_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R24_H1_S119_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R24_H1_S119_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R24_H1_S119_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R24_H1_S119_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R24_H1_S119_fastp.json 
POR_R24_H2_S20_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R24_H2_S20_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R24_H2_S20_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R24_H2_S20_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R24_H2_S20_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R24_H2_S20_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R24_H2_S20_fastp.json 
POR_R24_H3_S95_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R24_H3_S95_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R24_H3_S95_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R24_H3_S95_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R24_H3_S95_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R24_H3_S95_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R24_H3_S95_fastp.json 
POR_R3_C1_S30_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R3_C1_S30_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R3_C1_S30_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R3_C1_S30_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R3_C1_S30_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R3_C1_S30_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R3_C1_S30_fastp.json 
POR_R3_C2_S61_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R3_C2_S61_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R3_C2_S61_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R3_C2_S61_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R3_C2_S61_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R3_C2_S61_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R3_C2_S61_fastp.json 
POR_R3_C3_S58_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R3_C3_S58_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R3_C3_S58_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R3_C3_S58_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R3_C3_S58_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R3_C3_S58_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R3_C3_S58_fastp.json 
POR_R3_H1_S108_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R3_H1_S108_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R3_H1_S108_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R3_H1_S108_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R3_H1_S108_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R3_H1_S108_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R3_H1_S108_fastp.json 
POR_R3_H2_S82_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R3_H2_S82_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R3_H2_S82_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R3_H2_S82_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R3_H2_S82_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R3_H2_S82_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R3_H2_S82_fastp.json 
POR_R3_H3_S33_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R3_H3_S33_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R3_H3_S33_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R3_H3_S33_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R3_H3_S33_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R3_H3_S33_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R3_H3_S33_fastp.json 
POR_R72_C1_S5_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R72_C1_S5_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R72_C1_S5_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R72_C1_S5_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R72_C1_S5_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R72_C1_S5_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R72_C1_S5_fastp.json 
POR_R72_C2_S71_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R72_C2_S71_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R72_C2_S71_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R72_C2_S71_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R72_C2_S71_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R72_C2_S71_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R72_C2_S71_fastp.json 
POR_R72_C3_S55_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R72_C3_S55_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R72_C3_S55_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R72_C3_S55_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R72_C3_S55_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R72_C3_S55_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R72_C3_S55_fastp.json 
POR_R72_H1_S100_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R72_H1_S100_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R72_H1_S100_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R72_H1_S100_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R72_H1_S100_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R72_H1_S100_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R72_H1_S100_fastp.json 
POR_R72_H2_S51_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R72_H2_S51_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R72_H2_S51_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R72_H2_S51_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R72_H2_S51_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R72_H2_S51_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R72_H2_S51_fastp.json 
POR_R72_H3_S10_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R72_H3_S10_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/POR_R72_H3_S10_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R72_H3_S10_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/POR_R72_H3_S10_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R72_H3_S10_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/POR_R72_H3_S10_fastp.json 
run-2-MON_R0_C2_S48_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-MON_R0_C2_S48_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-MON_R0_C2_S48_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-MON_R0_C2_S48_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-MON_R0_C2_S48_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-MON_R0_C2_S48_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-MON_R0_C2_S48_fastp.json 
run-2-MON_R0_C3_S40_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-MON_R0_C3_S40_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-MON_R0_C3_S40_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-MON_R0_C3_S40_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-MON_R0_C3_S40_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-MON_R0_C3_S40_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-MON_R0_C3_S40_fastp.json 
