Sample	command
run-3_MON_R0_H2_S7_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-3_MON_R0_H2_S7_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-3_MON_R0_H2_S7_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-3_MON_R0_H2_S7_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-3_MON_R0_H2_S7_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-3_MON_R0_H2_S7_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-3_MON_R0_H2_S7_fastp.json 
run-3_MON_R120_C3_S10_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-3_MON_R120_C3_S10_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-3_MON_R120_C3_S10_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-3_MON_R120_C3_S10_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-3_MON_R120_C3_S10_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-3_MON_R120_C3_S10_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-3_MON_R120_C3_S10_fastp.json 
run-3_MON_R3_H2_S12_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-3_MON_R3_H2_S12_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-3_MON_R3_H2_S12_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-3_MON_R3_H2_S12_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-3_MON_R3_H2_S12_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-3_MON_R3_H2_S12_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-3_MON_R3_H2_S12_fastp.json 
run-3_POC_R120_C1_S4_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-3_POC_R120_C1_S4_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-3_POC_R120_C1_S4_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-3_POC_R120_C1_S4_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-3_POC_R120_C1_S4_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-3_POC_R120_C1_S4_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-3_POC_R120_C1_S4_fastp.json 
run-3_POC_R12_C3_S6_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-3_POC_R12_C3_S6_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-3_POC_R12_C3_S6_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-3_POC_R12_C3_S6_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-3_POC_R12_C3_S6_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-3_POC_R12_C3_S6_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-3_POC_R12_C3_S6_fastp.json 
run-3_POC_R1_H1_S5_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-3_POC_R1_H1_S5_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-3_POC_R1_H1_S5_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-3_POC_R1_H1_S5_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-3_POC_R1_H1_S5_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-3_POC_R1_H1_S5_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-3_POC_R1_H1_S5_fastp.json 
run-3_POC_R3_H2_S11_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-3_POC_R3_H2_S11_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-3_POC_R3_H2_S11_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-3_POC_R3_H2_S11_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-3_POC_R3_H2_S11_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-3_POC_R3_H2_S11_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-3_POC_R3_H2_S11_fastp.json 
run-3_POR_R120_C1_S123_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-3_POR_R120_C1_S123_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-3_POR_R120_C1_S123_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-3_POR_R120_C1_S123_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-3_POR_R120_C1_S123_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-3_POR_R120_C1_S123_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-3_POR_R120_C1_S123_fastp.json 
run-3_POR_R120_H1_S13_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-3_POR_R120_H1_S13_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-3_POR_R120_H1_S13_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-3_POR_R120_H1_S13_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-3_POR_R120_H1_S13_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-3_POR_R120_H1_S13_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-3_POR_R120_H1_S13_fastp.json 
run-3_POR_R24_C3_S124_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-3_POR_R24_C3_S124_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-3_POR_R24_C3_S124_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-3_POR_R24_C3_S124_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-3_POR_R24_C3_S124_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-3_POR_R24_C3_S124_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-3_POR_R24_C3_S124_fastp.json 
run-3_POR_R3_C2_S9_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-3_POR_R3_C2_S9_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-3_POR_R3_C2_S9_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-3_POR_R3_C2_S9_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-3_POR_R3_C2_S9_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-3_POR_R3_C2_S9_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-3_POR_R3_C2_S9_fastp.json 
run-3_POR_R3_H1_S8_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-3_POR_R3_H1_S8_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-3_POR_R3_H1_S8_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-3_POR_R3_H1_S8_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-3_POR_R3_H1_S8_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-3_POR_R3_H1_S8_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-3_POR_R3_H1_S8_fastp.json 
