"module","treatment_time","correlation","pvalue","label"
"ME6","120hr-Heat",-0.445727455418207,0.00309356871479224,"-0.45"
"ME14","0hr-Control",-0.0704613942806367,0.657466994667053,""
"ME14","1hr-Control",0.0812874541609083,0.60882390435476,""
"ME14","3hr-Control",0.419876294719464,0.00563655235400524,"0.42"
"ME14","12hr-Control",-0.0901141313972387,0.570348329541745,""
"ME14","24hr-Control",-0.083991771891582,0.596917957654369,""
"ME14","72hr-Control",0.0198795592379317,0.900556429765854,""
"ME14","120hr-Control",0.0437303038235696,0.783328900063168,""
"ME14","0hr-Heat",-0.118435477151092,0.455050770245347,""
"ME14","1hr-Heat",0.11496078604216,0.468479093947892,""
"ME14","3hr-Heat",0.531182765871052,0.00029530512646132,"0.53"
"ME14","12hr-Heat",0.0851921429077045,0.591666114765283,""
"ME14","24hr-Heat",-0.315275430807739,0.0419767372218263,"-0.32"
"ME14","72hr-Heat",-0.362135788543577,0.0184383170866662,"-0.36"
"ME14","120hr-Heat",-0.255695312690925,0.10217827591638,""
"ME21","0hr-Control",0.0501878527060627,0.752277505321938,""
"ME21","1hr-Control",0.177696961024281,0.260232225744867,""
"ME21","3hr-Control",0.375220819820464,0.0143442450233815,"0.38"
"ME21","12hr-Control",0.029035522853786,0.855165792664557,""
"ME21","24hr-Control",0.152605359661104,0.334636967077133,""
"ME21","72hr-Control",0.123359343894689,0.436384502792041,""
"ME21","120hr-Control",0.125311547048145,0.429103023207556,""
"ME21","0hr-Heat",0.146731399999594,0.353790112569408,""
"ME21","1hr-Heat",-0.0636265475881053,0.688928833365672,""
"ME21","3hr-Heat",0.229317726516795,0.144057508853603,""
"ME21","12hr-Heat",-0.0808888113764039,0.610587520511767,""
"ME21","24hr-Heat",-0.35355578431185,0.0216247019252881,"-0.35"
"ME21","72hr-Heat",-0.460838205962063,0.00213123465914989,"-0.46"
"ME21","120hr-Heat",-0.450557184286499,0.00275122006352143,"-0.45"
"ME24","0hr-Control",-0.214029047153281,0.17350133087459,""
"ME24","1hr-Control",-0.0878780892422237,0.579989242300675,""
"ME24","3hr-Control",-0.209307243998846,0.18341278751509,""
"ME24","12hr-Control",-0.328857349421804,0.0334647080462217,"-0.33"
"ME24","24hr-Control",0.0259561396883363,0.870387825213915,""
"ME24","72hr-Control",-0.0186312273978291,0.906772629732506,""
"ME24","120hr-Control",0.127615943020048,0.4205960223522,""
"ME24","0hr-Heat",-0.250247551719187,0.109954971746123,""
"ME24","1hr-Heat",-0.155445517334429,0.325611311095851,""
"ME24","3hr-Heat",0.31924493373334,0.0393243450103484,"0.32"
"ME24","12hr-Heat",0.255726790498296,0.102134598702712,""
"ME24","24hr-Heat",0.0940461094205956,0.553575815212411,""
"ME24","72hr-Heat",0.255659523850322,0.102227952295708,""
"ME24","120hr-Heat",0.186146586056663,0.237876282451265,""
"ME11","0hr-Control",-0.0335633402523539,0.832879203025623,""
"ME11","1hr-Control",0.13530271221449,0.392917830546433,""
"ME11","3hr-Control",-0.0197839967923758,0.901032090456763,""
"ME11","12hr-Control",-0.281864659439059,0.0705397998637721,""
"ME11","24hr-Control",0.194749455621559,0.216493391610723,""
"ME11","72hr-Control",0.212246193215925,0.177197412879186,""
"ME11","120hr-Control",0.374657622324188,0.0145030365031275,"0.37"
"ME11","0hr-Heat",-0.0576361329404923,0.716938073968343,""
"ME11","1hr-Heat",-0.0174631716933619,0.912594072504694,""
"ME11","3hr-Heat",0.270606722325521,0.0830404877559815,""
"ME11","12hr-Heat",-0.22298141825801,0.155777539179826,""
"ME11","24hr-Heat",-0.234048121067082,0.135741421918438,""
"ME11","72hr-Heat",-0.140710339969624,0.374099439251837,""
"ME11","120hr-Heat",-0.179511525289324,0.255317294577449,""
"ME8","0hr-Control",-0.228598707745171,0.145353739207312,""
"ME8","1hr-Control",-0.0913311983115303,0.565131902901188,""
"ME8","3hr-Control",0.0569494197857668,0.720173272812158,""
"ME8","12hr-Control",-0.113714904140893,0.473344809246802,""
"ME8","24hr-Control",-0.0460571600862975,0.772099031829322,""
"ME8","72hr-Control",-0.204843959639911,0.19314649148347,""
"ME8","120hr-Control",-0.100846103118408,0.525130282999368,""
"ME8","0hr-Heat",-0.0662426809585218,0.6768215856033,""
"ME8","1hr-Heat",-0.337536148213366,0.0288102794638731,"-0.34"
"ME8","3hr-Heat",0.380493201658818,0.0129279063313203,"0.38"
"ME8","12hr-Heat",0.331834821738962,0.0318027771023754,"0.33"
"ME8","24hr-Heat",0.244090535380142,0.119276703698825,""
"ME8","72hr-Heat",0.113893265130892,0.472646595628154,""
"ME8","120hr-Heat",0.0619096185195183,0.696916731101825,""
"ME22","0hr-Control",-0.0540029404920268,0.734108682720335,""
"ME22","1hr-Control",-0.129491135772905,0.413744365313406,""
"ME22","3hr-Control",0.242399282737588,0.121938629250842,""
"ME22","12hr-Control",0.108658071220716,0.49336550764786,""
"ME22","24hr-Control",0.193194418548772,0.220256431370127,""
"ME22","72hr-Control",-0.210963856078522,0.17989051231483,""
"ME22","120hr-Control",-0.232658202188244,0.138147003938969,""
"ME22","0hr-Heat",0.0143423421378529,0.92816922610663,""
"ME22","1hr-Heat",0.0370194206584289,0.815953435646347,""
"ME22","3hr-Heat",0.402222603794777,0.00827603359636849,"0.4"
"ME22","12hr-Heat",0.0423773372562584,0.789878763987491,""
"ME22","24hr-Heat",-0.140250482424972,0.375678532760995,""
